N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
15,144,196,23.988559066193016,94.38793930606894,6.362402754422758,133.7440074417869,apple,Northern,Sandy Loam,Perennial,22118,1096,Sprinkler,Medium,High,161,3.4,Fallow,685,1.09,River
112,38,20,23.817633020268886,79.42314161521983,6.653655617842992,119.7870088972206,cotton,Western,Sandy Loam,Kharif,2401,154,Drip,Medium,High,223,2.7,Wheat,20,2.21,Well
73,39,43,22.10582479230976,84.73082031765841,6.878103949866762,209.87519716318477,rice,Eastern,Alluvial,Monsoon,4973,122,Flood,Low,Medium,114,1.3,Fallow,48,0.29,Canal
84,75,47,30.613154553295924,80.98971248609193,6.416300937134391,117.53404909163464,banana,Southern,Alluvial,Perennial,42289,434,Drip,Medium,High,436,2.2,Vegetables,1935,0.78,Canal
0,24,11,19.211778310212598,87.15410135947866,6.696828618824153,105.43119254104872,orange,Southern,Loamy,Perennial,15890,1144,Drip,High,High,293,2.9,Fallow,525,0.9,Canal
90,91,54,28.293296162510813,72.22605767290942,6.0293677090411055,95.76223007234424,banana,Southern,Loamy,Perennial,25406,356,Drip,High,High,423,3.2,Vegetables,1822,0.51,River
122,40,23,25.208059261256004,79.68697614403227,7.0256132382221255,69.96336972215786,cotton,Southern,Loamy,Monsoon,1978,204,Flood,Medium,High,142,2.7,Pulses,20,2.29,Canal
31,72,22,28.58733072216017,40.285971397452485,6.8409950423818335,176.80637261359567,pigeonpeas,Southern,Loamy,Monsoon,1230,151,Drip,Medium,Low,39,2.2,Fallow,19,0.61,Rain
107,19,54,26.575546561026915,93.33157314742284,6.377807761195533,61.58505390027898,muskmelon,Western,Sandy Loam,Spring,24845,105,Drip,Low,High,137,2.9,Vegetables,3,0.5,Well
15,49,16,30.33015928123927,81.51705444655246,7.230553078230936,9.74898946964531,mungbean,Central,Sandy Loam,Spring,1051,89,Sprinkler,Low,Medium,67,2.0,Vegetables,16,1.1,Canal
115,49,18,25.894562058041096,82.64683450222125,5.887224695208619,77.66260779721517,cotton,Central,Sandy Loam,Monsoon,1831,175,Drip,High,Medium,129,2.7,Maize,20,2.11,Rain
94,18,48,26.469228059098697,87.3209402714777,6.371771156081038,76.36209671705788,watermelon,Western,Sandy Loam,Spring,24766,99,Drip,Low,High,147,2.4,Vegetables,3,0.37,Well
110,29,31,25.418905449876437,66.98214478339895,7.63421249377714,161.00676170497866,coffee,Western,Red,Perennial,1463,1226,Sprinkler,High,High,227,2.0,Fallow,1312,3.82,Well
10,124,198,20.654143862564837,87.55954340254608,6.156194937945304,82.47150626735713,apple,Northern,Sandy Loam,Perennial,25697,1547,Sprinkler,Medium,High,344,2.5,Fallow,486,1.47,Well
90,90,42,30.263478830069673,71.3732202363568,5.710400989310308,78.00682512487111,banana,Eastern,Alluvial,Perennial,27496,311,Drip,High,High,469,3.8,Fallow,1739,0.82,River
10,8,12,28.8457083720078,90.69176486277063,6.521692096333352,102.75974654228722,orange,Central,Sandy Loam,Perennial,15296,994,Drip,Medium,Medium,292,2.4,Fallow,442,1.47,Reservoir
23,140,200,18.428940925147426,82.22103173989414,6.013462900234009,87.06703494213653,grapes,Western,Loamy,Perennial,15967,924,Drip,High,High,299,3.8,Vegetables,1550,1.96,Well
18,125,195,36.69522445290722,79.43508000368101,6.363595118598703,54.00486603074245,grapes,Southern,Loamy,Perennial,21750,923,Drip,High,Medium,267,3.6,Vegetables,1355,1.59,Canal
0,15,26,26.454588405691478,97.436031866704,5.691017091892203,173.91987104853047,coconut,Southern,Sandy Loam,Perennial,15451,1672,Drip,High,High,266,3.2,Fallow,183,1.04,Rain
10,39,31,31.40528757516128,46.05621285006541,5.00689155103254,118.94472159929529,mango,Southern,Sandy Loam,Perennial,23020,1503,Flood,High,High,390,2.7,Fallow,126,1.73,River
107,17,35,24.290986163066535,58.029978351538674,6.9950856465068885,154.04104372081886,coffee,Southern,Sandy Loam,Perennial,1319,1418,Sprinkler,Medium,Medium,253,2.1,Fallow,1437,4.41,Rain
29,64,22,21.133068532678717,22.80488243129379,5.792051220968811,84.97132132771847,kidneybeans,Northern,Sandy Loam,Rabi,1993,104,Drip,Medium,Low,74,1.7,Maize,65,1.21,Well
88,37,32,26.766752586068716,57.95463288715309,7.111482671146592,178.48878469503376,coffee,Southern,Loamy,Perennial,1337,1358,Sprinkler,Medium,Medium,181,3.5,Fallow,1379,2.3,Rain
77,85,50,24.65612089501433,81.27884074475193,6.2481774267951655,142.28056829172678,banana,Eastern,Alluvial,Perennial,41627,312,Drip,Medium,High,394,2.2,Vegetables,1625,0.83,Canal
41,68,56,22.15692311372948,93.21859351752477,6.326499490829932,212.64516831231708,papaya,Eastern,Loamy,Perennial,22306,291,Drip,Medium,High,236,3.3,Vegetables,1891,0.66,Well
111,5,47,26.64525146734352,93.41085538229963,7.061903062138238,0.0,muskmelon,Northern,Sandy,Spring,20813,95,Drip,Low,High,113,1.5,Vegetables,2,0.39,Well
72,48,38,18.309395961693347,80.55025417332853,7.030856132183233,150.23110399064132,rice,Eastern,Alluvial,Monsoon,2810,126,Flood,Medium,Medium,163,2.7,Pulses,59,0.31,River
67,42,38,23.215827856903218,86.61145018857984,5.918119313470732,278.69829776864486,rice,Southern,Clay,Monsoon,3223,122,Flood,Low,High,162,1.5,Pulses,52,0.37,River
36,58,24,33.84393357813481,68.39158458358096,5.441591355555074,134.0690078132923,pigeonpeas,Southern,Red,Monsoon,954,148,Flood,High,Medium,63,2.1,Fallow,18,0.81,Rain
101,40,21,23.742478606275377,88.59693575484296,7.472250254809185,65.50199620381525,cotton,Western,Sandy Loam,Kharif,2301,167,Flood,Medium,Medium,140,1.1,Pulses,15,2.05,Well
31,75,79,17.97080720553761,20.275608307656057,7.181096369933059,40.63713126804796,chickpea,Northern,Loamy,Rabi,1370,105,Sprinkler,Low,Low,71,2.5,Wheat,90,0.73,Rain
2,24,39,23.485522525262514,95.40402080050265,5.863042493909263,69.99780470524021,pomegranate,Western,Sandy Loam,Perennial,16392,648,Drip,Medium,High,268,3.1,Fallow,2,1.4,Well
131,38,19,23.342600134712782,85.00627791140998,6.6250016537450716,103.33379994729026,cotton,Southern,Black,Monsoon,3026,183,Drip,Medium,Medium,153,1.7,Wheat,16,2.38,Well
100,60,42,27.875157318923524,81.09373245507008,6.1267450728546455,242.2488875350789,rice,Southern,Alluvial,Monsoon,4475,135,Flood,Low,High,111,1.8,Vegetables,45,0.26,River
34,78,20,23.80052159774394,54.750502807942986,4.746377816150656,237.99545640189135,pigeonpeas,Southern,Loamy,Kharif,1756,162,Flood,High,Medium,67,1.3,Cotton,18,0.86,Rain
96,26,53,27.637626319732348,85.73922768792646,6.365366427693305,0.0,muskmelon,Western,Sandy,Summer,14327,108,Sprinkler,Medium,High,147,1.6,Vegetables,3,0.48,Well
99,30,47,28.67711014137135,86.25901227599715,6.11293670000031,45.138205777248515,muskmelon,Northern,Sandy,Spring,21492,118,Drip,Low,Medium,117,2.1,Fallow,2,0.32,Well
94,95,42,29.187819263621265,79.5708511506015,5.878355079050346,115.40939817951605,banana,Eastern,Alluvial,Perennial,27656,399,Flood,Medium,High,316,4.4,Vegetables,1849,0.45,Canal
90,49,44,24.925934012150474,85.54548969923242,5.523132766016093,285.934542777249,rice,Southern,Clay,Monsoon,5461,131,Flood,High,Medium,121,1.8,Pulses,54,0.37,River
27,21,32,34.45744967737844,52.13916490803365,5.374761004373259,123.49317871559681,mango,Southern,Red,Perennial,20256,1766,Drip,Medium,High,233,3.1,Fallow,109,1.46,Well
104,5,52,26.962700845837112,86.40740005307043,6.712177280690851,48.95385572710934,watermelon,Southern,Sandy,Spring,21718,100,Sprinkler,Low,High,162,2.8,Rice,3,0.45,Canal
35,54,17,32.09354798438664,50.56776865013381,8.338800929743787,46.90621509227297,mothbeans,Western,Loamy Sand,Kharif,1482,67,Flood,Medium,Low,32,1.3,Millet,15,1.2,Rain
4,22,31,24.004180707856698,95.96702969205018,5.290583201502851,235.6538557556404,coconut,Southern,Sandy,Perennial,17203,1695,Flood,Medium,High,221,2.2,Fallow,196,1.02,Well
41,74,19,38.06694974218929,30.05231733063841,5.725757849152931,155.30152043647837,pigeonpeas,Central,Red,Monsoon,1493,122,Flood,High,Low,63,1.3,Cotton,17,0.65,Rain
87,82,56,27.520204763108662,72.85998842733572,6.28674562029497,144.5368564651651,banana,Eastern,Alluvial,Perennial,36808,401,Drip,Medium,High,447,4.3,Vegetables,1692,0.88,Well
18,6,43,21.156919586328904,96.10374741694649,6.971328472656817,108.0583682055547,pomegranate,Western,Loamy,Perennial,15248,642,Drip,Medium,Medium,159,2.4,Fallow,1,1.48,Reservoir
129,56,15,24.759638168843807,88.70917356213226,6.439532310579755,48.80271820155361,cotton,Western,Black,Kharif,2681,206,Flood,High,High,129,2.3,Maize,15,1.71,Canal
99,11,44,27.836538609817193,94.33901331427606,6.023838046075537,0.22632749135663488,muskmelon,Western,Sandy,Summer,18175,103,Drip,Medium,High,118,1.5,Rice,2,0.37,Canal
96,37,16,23.73772731321707,74.41020459156648,7.384112792418879,102.31187889034985,cotton,Southern,Black,Monsoon,2068,158,Flood,High,Medium,249,2.0,Pulses,16,1.94,Canal
116,20,53,25.718332099711006,84.78398042790573,6.383680474704767,7.377195060987759,watermelon,Western,Sandy,Spring,23042,87,Sprinkler,Low,Medium,192,1.7,Rice,2,0.25,Canal
8,53,13,26.38922307824925,85.97919341012603,6.41769551924912,33.670564604199264,mungbean,Central,Sandy Loam,Spring,979,71,Sprinkler,Low,Medium,41,1.6,Vegetables,18,0.87,Rain
20,68,22,31.529352846496682,34.2255117627713,4.8988251450743165,75.42566984540557,pigeonpeas,Central,Red,Monsoon,1040,135,Drip,High,Medium,38,1.3,Cotton,19,0.64,Rain
120,37,29,22.82667705115825,70.23316302375564,6.255278107281081,163.33058177973322,coffee,Western,Red,Perennial,1777,1250,Sprinkler,High,Medium,167,2.1,Fallow,1207,2.9,Reservoir
32,62,17,32.181716807014794,52.635712393078215,6.754426531318217,203.1964784929578,pigeonpeas,Southern,Loamy,Monsoon,1441,128,Flood,High,Medium,57,1.6,Cotton,15,0.66,Rain
71,31,25,20.286442102026847,58.11587588405806,5.872910258140481,82.64667504364728,maize,Central,Loamy,Rabi,6608,90,Sprinkler,Low,Medium,181,3.3,Pulses,25,0.29,Rain
85,23,38,26.783413103219285,58.52459807419146,6.913447159634621,197.999234309168,coffee,Southern,Sandy Loam,Perennial,1490,1175,Drip,Medium,Medium,192,3.6,Fallow,1512,3.37,Well
20,19,11,25.231005348106425,95.68716588720417,7.1282840962827265,120.16184379620456,orange,Western,Sandy Loam,Perennial,18823,1210,Drip,Medium,Medium,187,2.1,Fallow,454,1.25,Well
109,22,45,26.395856111278288,96.0036106601151,6.534683086655918,40.235772090724666,muskmelon,Northern,Sandy Loam,Spring,14681,97,Drip,Medium,Medium,114,1.5,Rice,2,0.59,Well
21,61,21,24.76595896978074,26.651376782454868,5.575110626428618,155.19008556138849,kidneybeans,Western,Loamy,Rabi,1434,106,Drip,Medium,Low,80,2.5,Wheat,66,0.76,Rain
33,77,23,27.969832243185778,49.20868116498276,4.414348204948026,234.68727885627885,pigeonpeas,Southern,Loamy,Kharif,1590,150,Flood,High,Low,65,1.5,Rice,16,0.65,Rain
20,31,43,19.274687266358363,88.77065346963816,5.886082442240658,62.641135377262295,pomegranate,Southern,Sandy Loam,Perennial,8719,694,Drip,High,High,275,2.3,Fallow,2,1.3,Well
28,28,9,33.11100025404638,90.77603504499223,7.837082228714896,81.2095267020494,orange,Western,Sandy Loam,Perennial,20951,1194,Drip,Medium,Medium,196,1.7,Fallow,658,1.39,Reservoir
0,67,20,18.972455694267914,23.347612689169196,5.863509856977162,119.36399596573273,kidneybeans,Northern,Loamy,Rabi,1262,97,Drip,Medium,Low,59,1.4,Maize,71,0.82,Rain
8,139,194,22.97719228382494,89.45577916315617,5.951417099243593,161.71884168193688,apple,Northern,Loamy,Perennial,19131,1466,Drip,High,High,209,3.8,Fallow,717,1.17,River
86,77,58,26.681397677969578,83.093800830571,6.42555268785633,72.78851499861771,banana,Eastern,Alluvial,Perennial,41231,410,Drip,High,High,446,2.4,Vegetables,1601,0.42,Canal
26,56,26,19.41676854012124,15.609940089411861,5.8952056334637755,146.1870652593369,kidneybeans,Northern,Loamy,Summer,1012,90,Drip,Low,Low,68,1.1,Vegetables,65,1.43,Rain
89,25,29,24.877462731935708,57.02312224578576,7.482040743983991,91.2599639716262,coffee,Western,Red,Perennial,1541,1139,Drip,High,High,259,3.9,Fallow,1367,3.93,Rain
7,56,25,27.538271468164766,84.69743425523632,7.618288297312913,0.0,mungbean,Central,Sandy Loam,Kharif,1090,78,Sprinkler,Medium,Medium,48,1.6,Vegetables,24,1.18,Rain
108,23,56,24.451527433301955,92.82724285567164,6.745074335113638,40.540370194878456,watermelon,Western,Sandy,Spring,18129,93,Drip,Medium,High,148,1.8,Fallow,2,0.42,Canal
19,26,13,20.25274924682776,94.14283229034628,6.733756502344707,134.33693195435882,orange,Southern,Sandy Loam,Perennial,23136,1443,Drip,Medium,Medium,209,3.5,Fallow,636,0.82,Reservoir
18,68,23,25.775516940890103,71.50675711416845,6.3788779901457,85.8353416636543,lentil,Northern,Sandy Loam,Rabi,1407,116,Sprinkler,Medium,Medium,44,1.7,Rice,44,0.94,Canal
106,42,25,21.28370780531396,83.33925253546622,5.898848089547489,91.01169831076875,cotton,Central,Loamy,Monsoon,3272,151,Drip,Medium,Medium,194,1.6,Wheat,16,2.48,Rain
28,61,24,28.84589875185072,61.97140479598477,5.012852352432118,172.85233925788432,pigeonpeas,Southern,Loamy,Monsoon,1125,174,Drip,High,Low,63,1.4,Cotton,18,0.89,Rain
4,16,27,31.889075332385417,57.94807182856478,5.831627934937671,123.49207090001073,mango,Southern,Sandy Loam,Perennial,16485,1795,Flood,Medium,High,232,2.5,Fallow,138,1.68,River
100,32,52,27.014754861629086,82.63295928551479,6.3547521995015845,25.22127360664625,watermelon,Western,Sandy Loam,Summer,16582,108,Drip,Medium,Medium,192,1.4,Rice,2,0.23,River
86,42,41,24.704792640866973,77.26463381158206,7.121666672326172,153.98914431183368,jute,Eastern,Clay Loam,Monsoon,2057,110,Flood,Medium,Medium,131,1.9,Vegetables,9,0.81,River
18,60,12,20.218801747842956,19.645616035656115,6.093474311622467,130.1644530293868,kidneybeans,Western,Sandy Loam,Summer,1698,104,Drip,Medium,Low,74,2.0,Wheat,72,1.48,Canal
5,76,20,27.830276685919415,53.90466153520077,6.112914688395769,181.89553250671239,pigeonpeas,Central,Loamy,Kharif,1685,124,Drip,Medium,Medium,58,1.0,Fallow,16,0.62,Well
3,57,18,24.665321575622418,65.86417174572367,6.638928527851016,17.507272516864504,lentil,Northern,Sandy Loam,Rabi,1460,117,Drip,Low,Medium,30,1.2,Rice,42,0.81,Well
91,41,20,23.599256826092756,53.76351709893346,5.865625159449007,89.87256546684179,maize,Southern,Sandy Loam,Rabi,6326,88,Flood,Medium,High,129,1.4,Cotton,22,0.18,Canal
98,11,52,27.383255980240676,90.3767271166222,6.186276154341414,36.42869448952045,muskmelon,Western,Sandy,Spring,12536,86,Sprinkler,Low,Medium,120,1.7,Rice,3,0.48,Canal
37,67,53,24.08227730151073,93.00412964625868,7.006024174714245,279.01470515485767,papaya,Southern,Loamy,Perennial,24530,317,Drip,Medium,High,273,3.4,Fallow,2380,0.75,Well
51,55,55,29.890614515970537,89.90533761958339,7.018111205946536,108.12099751892686,papaya,Eastern,Sandy Loam,Perennial,39328,334,Drip,Medium,High,356,1.9,Fallow,2454,0.88,Well
46,72,74,19.667252169085494,16.32360158733129,7.502469859309539,48.286102601957026,chickpea,Central,Clay Loam,Winter,1536,103,Sprinkler,Low,Medium,56,1.1,Rice,74,0.67,Rain
41,28,26,28.610254845744343,49.62786537888432,5.529654481116925,88.5606895803693,mango,Western,Sandy Loam,Perennial,14959,1607,Drip,High,Medium,207,1.9,Fallow,124,1.76,Well
23,32,27,25.540593240694662,96.86610140790897,5.570646135885399,136.9156739320282,coconut,Southern,Sandy,Perennial,11535,1508,Drip,High,High,282,3.0,Fallow,190,1.05,Well
16,76,27,21.991089193948355,15.956599982430864,5.165656303144209,154.92920018556123,kidneybeans,Northern,Loamy,Summer,1358,92,Drip,Low,Medium,62,2.1,Maize,77,0.82,Rain
113,34,49,29.21546643271479,89.80192074915587,5.958607001395112,61.15369048350705,muskmelon,Western,Sandy,Spring,15459,93,Drip,Low,High,159,2.7,Vegetables,3,0.44,Canal
13,62,21,26.46462206754941,59.022064328456764,6.373929588940605,46.66588038408711,lentil,Northern,Loamy,Rabi,1757,116,Drip,Medium,Low,43,0.9,Fallow,38,1.56,Well
78,44,38,26.350917291473053,88.07505228186392,5.440503405180441,175.22809139282435,rice,Southern,Clay,Monsoon,3124,117,Flood,Medium,Medium,135,1.5,Vegetables,56,0.38,Reservoir
21,137,200,20.686035707749856,87.63117814044135,6.134830341390981,87.35782974254121,apple,Northern,Loamy,Perennial,26448,1460,Drip,Medium,High,263,3.5,Fallow,423,1.28,River
103,23,34,22.829421332763186,60.803891744651736,6.197255408821388,104.79438584195819,coffee,Western,Red,Perennial,1872,1460,Sprinkler,Medium,High,216,3.0,Fallow,1378,2.69,Rain
68,57,21,25.647205422203584,60.25003791885048,5.8930445247302226,117.80385698236607,maize,Northern,Loamy,Kharif,4431,110,Sprinkler,Medium,Medium,145,1.9,Vegetables,22,0.24,Well
101,19,52,29.097738854199335,93.46118339237849,7.029208669239222,48.332270941986,muskmelon,Northern,Sandy Loam,Summer,13645,118,Sprinkler,Low,Medium,129,1.4,Vegetables,2,0.43,Well
41,80,10,19.661394543304787,64.75428002089747,5.982851653620568,32.45835581720821,lentil,Central,Loamy,Rabi,1032,118,Drip,Low,Medium,56,1.9,Rice,36,1.36,Well
9,22,18,32.4141869318383,91.17699194106294,7.162866822184622,114.09205684032247,orange,Western,Sandy Loam,Perennial,16490,1340,Drip,High,High,226,2.7,Fallow,535,0.77,Reservoir
34,148,192,13.126059108248175,76.25325362048551,6.067817727830675,80.37747674512246,grapes,Southern,Sandy Loam,Perennial,16476,898,Drip,Medium,Medium,198,1.6,Fallow,1425,1.99,Canal
110,37,20,23.098056855299944,82.59479116015643,5.821498567320057,110.19288915835973,cotton,Southern,Loamy,Kharif,2480,160,Flood,Medium,Medium,192,1.5,Pulses,19,2.25,Canal
15,64,24,25.335719387548572,59.91295639901884,6.705461358003587,65.43560990807373,lentil,Central,Sandy Loam,Rabi,1244,112,Sprinkler,Low,Low,38,1.9,Fallow,45,1.41,Well
13,60,24,28.088957537445516,82.7990713124437,6.843558150548582,16.333431234101155,mungbean,Central,Sandy Loam,Kharif,1661,78,Flood,Low,Low,32,2.4,Wheat,23,0.93,Rain
83,23,49,22.660226098180615,81.59518968675441,6.588754329142942,91.16879856140324,watermelon,Southern,Sandy,Spring,15231,102,Drip,Low,Medium,153,2.2,Vegetables,2,0.41,Canal
0,71,19,29.918936664931838,54.37852442455958,6.47600789751253,119.07103404866254,pigeonpeas,Central,Red,Monsoon,1627,141,Flood,High,Low,39,1.2,Rice,19,0.95,Well
26,127,197,23.573829977284404,95.62975479622663,5.726905536681758,114.75327653658454,apple,Northern,Loamy,Perennial,15345,1589,Drip,Medium,High,279,3.9,Fallow,621,1.25,River
34,21,26,30.576120956546323,54.65074990786397,6.55108880499186,124.9936860560409,mango,Southern,Sandy Loam,Perennial,20580,1484,Drip,High,High,265,3.7,Fallow,123,1.45,River
26,136,200,32.88342845412605,76.20513978040975,6.005357719938099,51.89555477780717,grapes,Western,Sandy Loam,Perennial,17996,1090,Drip,Medium,Medium,232,2.5,Fallow,1542,1.6,Canal
43,55,27,25.859407302688282,64.8544713284967,6.725943747327385,101.72732184122191,blackgram,Central,Black,Rabi,1558,84,Flood,Medium,Low,56,1.9,Vegetables,20,1.24,Canal
24,75,20,29.682609119379904,52.82555456567237,6.707138984775776,167.98252945819496,pigeonpeas,Southern,Red,Kharif,1077,152,Drip,High,Medium,35,0.8,Rice,19,0.84,Well
23,143,200,22.902452324415076,92.66348928804108,5.9542995446134865,57.90626712254163,apple,Northern,Sandy Loam,Perennial,29060,1437,Drip,Medium,High,165,2.3,Fallow,414,1.13,Reservoir
69,30,22,24.267599348306245,68.13324026656231,5.983328264968317,118.23540415580197,maize,Southern,Loamy,Rabi,5616,108,Flood,Medium,Medium,145,2.0,Pulses,19,0.16,Canal
53,75,15,34.27505404144705,63.04584695761413,6.799387718998859,94.76922153999226,blackgram,Southern,Black,Kharif,1393,78,Sprinkler,High,Medium,53,2.2,Vegetables,16,1.24,Well
80,8,48,25.208215207912666,87.7649249184069,6.367968885740746,92.2607520664257,watermelon,Southern,Sandy Loam,Spring,18663,99,Sprinkler,Low,Medium,182,2.3,Rice,3,0.44,Canal
21,11,9,28.863256026798823,88.81872939792349,6.54928986058073,122.61127151114978,orange,Central,Sandy Loam,Perennial,12873,1035,Drip,Medium,Medium,282,2.8,Fallow,541,1.2,Reservoir
12,42,35,30.790313336106088,49.33540782236948,5.2159745098001595,124.15829816658065,mango,Southern,Loamy,Perennial,22459,1657,Drip,High,High,338,3.9,Fallow,140,1.67,Canal
68,48,32,24.46560907678912,76.83606711413093,6.3838107628367045,168.21791100127692,jute,Eastern,Alluvial,Kharif,2732,106,Flood,Medium,Medium,111,2.1,Rice,10,1.22,River
101,7,48,25.012731187221814,83.30052501311862,6.6744266305177264,71.14156273627577,watermelon,Southern,Sandy,Summer,29260,108,Sprinkler,Medium,High,186,1.5,Rice,3,0.31,Well
33,137,200,26.79084299890027,80.85168195249942,6.25685595384733,69.30224763301656,grapes,Western,Loamy,Perennial,14034,1054,Drip,High,Medium,256,3.5,Fallow,1305,1.14,Canal
135,47,13,24.615022737392763,80.30620739137811,8.376274975135056,65.2592418784113,cotton,Western,Loamy,Monsoon,3357,192,Drip,Medium,Medium,198,1.9,Maize,19,2.4,Canal
29,147,200,9.628331141879928,82.53988703003327,5.9116337775886745,63.88468453922599,grapes,Western,Sandy Loam,Perennial,20538,851,Drip,Medium,High,350,3.3,Vegetables,1614,1.99,Canal
